id,type,path,apidoc_Text
15925,method,java/net/CookieStore/remove/URI;HttpCookie,"Remove a cookie from store.\n\n @param uri       the uri this cookie associated with.\n                  if <tt>null</tt>, the cookie to be removed is not associated\n                  with an URI when added; if not <tt>null</tt>, the cookie\n                  to be removed is associated with the given URI when added.\n @param cookie    the cookie to remove\n\n @return          <tt>true</tt> if this store contained the specified cookie\n\n @throws NullPointerException if <tt>cookie</tt> is <tt>null</tt>\n"
15929,field,java/net/CookiePolicy/ACCEPT_ALL,One pre-defined policy which accepts all cookies.\n
15930,field,java/net/CookiePolicy/ACCEPT_NONE,One pre-defined policy which accepts no cookies.\n
15934,method,java/net/CookieManager/getCookieStore/,To retrieve current cookie store.\n\n @return  the cookie store currently used by cookie manager.\n
15935,method,java/net/CookieManager/get/URI;Map,
15936,method,java/net/CookieManager/put/URI;Map,
15937,method,java/net/CookieManager/CookieManager/,"Create a new cookie manager.\n\n <p>This constructor will create new cookie manager with default\n cookie store and accept policy. The effect is same as\n <tt>CookieManager(null, null)</tt>.\n"
,class,java/net/CookieHandler
15940,method,java/net/CookieHandler/getDefault/,Gets the system-wide cookie handler.\n\n @return the system-wide cookie handler; A null return means\n        there is no system-wide cookie handler currently set.\n @throws SecurityException\n       If a security manager has been installed and it denies\n {@link NetPermission}<tt>(getCookieHandler)</tt>\n @see #setDefault(CookieHandler)\n
15944,method,java/net/CookieHandler/CookieHandler/,
15950,method,java/net/ContentHandler/ContentHandler/,
15953,method,java/net/ConnectException/ConnectException/,Construct a new ConnectException with no detailed message.\n
15954,class,java/net/CacheResponse,"Represent channels for retrieving resources from the\n ResponseCache. Instances of such a class provide an\n InputStream that returns the entity body, and also a\n getHeaders() method which returns the associated response headers.\n\n @version 1.1, 03/09/22\n @author Yingxian Wang\n @since 1.5\n"
15957,method,java/net/CacheResponse/CacheResponse/,
15960,method,java/net/CacheRequest/abort/,"Aborts the attempt to cache the response. If an IOException is\n encountered while reading the response or writing to the cache,\n the current cache store operation will be abandoned.\n"
15961,method,java/net/CacheRequest/CacheRequest/,
15964,method,java/net/BindException/BindException/,Construct a new BindException with no detailed message.\n
15970,method,java/net/Authenticator/getRequestingHost/,"Gets the <code>hostname</code> of the\n site or proxy requesting authentication, or <code>null</code>\n if not available.\n \n @return the hostname of the connection requiring authentication, or null\n		if it's not available.\n @since 1.4\n"
15971,method,java/net/Authenticator/getRequestingSite/,"Gets the <code>InetAddress</code> of the\n site requesting authorization, or <code>null</code>\n if not available.\n \n @return the InetAddress of the site requesting authorization, or null\n		if it's not available.\n"
15972,method,java/net/Authenticator/getRequestingPort/,Gets the port number for the requested connection.\n @return an <code>int</code> indicating the \n port for the requested connection.\n
15973,method,java/net/Authenticator/getRequestingProtocol/,"Give the protocol that's requesting the connection.  Often this\n will be based on a URL, but in a future JDK it could be, for\n example, SOCKS for a password-protected SOCKS5 firewall.\n\n @return the protcol, optionally followed by /version, where\n		version is a version number.\n\n @see java.net.URL#getProtocol()\n"
15974,method,java/net/Authenticator/getRequestingPrompt/,Gets the prompt string given by the requestor.\n\n @return the prompt string given by the requestor (realm for\n		http requests)\n
15975,method,java/net/Authenticator/getRequestingScheme/,"Gets the scheme of the requestor (the HTTP scheme\n for an HTTP firewall, for example).\n\n @return the scheme of the requestor\n	      \n"
15977,method,java/net/Authenticator/getRequestingURL/,Returns the URL that resulted in this\n request for authentication.\n\n @since 1.5\n\n @return the requesting URL\n	      \n
15978,method,java/net/Authenticator/getRequestorType/,Returns whether the requestor is a Proxy or a Server.\n\n @since 1.5\n\n @return the authentication type of the requestor\n	      \n
15979,method,java/net/Authenticator/Authenticator/,
15980,class,java/net/Authenticator/RequestorType,The type of the entity requesting authentication.\n\n @since 1.5\n
15981,method,java/net/Authenticator/RequestorType/values/,
15982,method,java/net/Authenticator/RequestorType/valueOf/String,
15983,field,java/net/Authenticator/RequestorType/PROXY,Entity requesting authentication is a HTTP proxy server.\n
15984,field,java/net/Authenticator/RequestorType/SERVER,Entity requesting authentication is a HTTP origin server.\n
15989,method,java/util/WeakHashMap/containsKey/Object,Returns <tt>true</tt> if this map contains a mapping for the\n specified key.\n\n @param  key   The key whose presence in this map is to be tested\n @return <tt>true</tt> if there is a mapping for <tt>key</tt>;\n         <tt>false</tt> otherwise\n
15990,method,java/util/WeakHashMap/put/Object;Object,"Associates the specified value with the specified key in this map.\n If the map previously contained a mapping for this key, the old\n value is replaced.\n\n @param key key with which the specified value is to be associated.\n @param value value to be associated with the specified key.\n @return the previous value associated with <tt>key</tt>, or\n         <tt>null</tt> if there was no mapping for <tt>key</tt>.\n         (A <tt>null</tt> return can also indicate that the map\n         previously associated <tt>null</tt> with <tt>key</tt>.)\n"
15991,method,java/util/WeakHashMap/putAll/Map,Copies all of the mappings from the specified map to this map.\n These mappings will replace any mappings that this map had for any\n of the keys currently in the specified map.\n\n @param m mappings to be stored in this map.\n @throws  NullPointerException if the specified map is null.\n
15994,method,java/util/WeakHashMap/containsValue/Object,Returns <tt>true</tt> if this map maps one or more keys to the\n specified value.\n\n @param value value whose presence in this map is to be tested\n @return <tt>true</tt> if this map maps one or more keys to the\n         specified value\n
15995,method,java/util/WeakHashMap/keySet/,"Returns a {@link Set} view of the keys contained in this map.\n The set is backed by the map, so changes to the map are\n reflected in the set, and vice-versa.  If the map is modified\n while an iteration over the set is in progress (except through\n the iterator's own <tt>remove</tt> operation), the results of\n the iteration are undefined.  The set supports element removal,\n which removes the corresponding mapping from the map, via the\n <tt>Iterator.remove</tt>, <tt>Set.remove</tt>,\n <tt>removeAll</tt>, <tt>retainAll</tt>, and <tt>clear</tt>\n operations.  It does not support the <tt>add</tt> or <tt>addAll</tt>\n operations.\n"
15996,method,java/util/WeakHashMap/values/,"Returns a {@link Collection} view of the values contained in this map.\n The collection is backed by the map, so changes to the map are\n reflected in the collection, and vice-versa.  If the map is\n modified while an iteration over the collection is in progress\n (except through the iterator's own <tt>remove</tt> operation),\n the results of the iteration are undefined.  The collection\n supports element removal, which removes the corresponding\n mapping from the map, via the <tt>Iterator.remove</tt>,\n <tt>Collection.remove</tt>, <tt>removeAll</tt>,\n <tt>retainAll</tt> and <tt>clear</tt> operations.  It does not\n support the <tt>add</tt> or <tt>addAll</tt> operations.\n"
15997,method,java/util/WeakHashMap/entrySet/,"Returns a {@link Set} view of the mappings contained in this map.\n The set is backed by the map, so changes to the map are\n reflected in the set, and vice-versa.  If the map is modified\n while an iteration over the set is in progress (except through\n the iterator's own <tt>remove</tt> operation, or through the\n <tt>setValue</tt> operation on a map entry returned by the\n iterator) the results of the iteration are undefined.  The set\n supports element removal, which removes the corresponding\n mapping from the map, via the <tt>Iterator.remove</tt>,\n <tt>Set.remove</tt>, <tt>removeAll</tt>, <tt>retainAll</tt> and\n <tt>clear</tt> operations.  It does not support the\n <tt>add</tt> or <tt>addAll</tt> operations.\n"
15998,method,java/util/WeakHashMap/WeakHashMap/int;float,"Constructs a new, empty <tt>WeakHashMap</tt> with the given initial\n capacity and the given load factor.\n\n @param  initialCapacity The initial capacity of the <tt>WeakHashMap</tt>\n @param  loadFactor      The load factor of the <tt>WeakHashMap</tt>\n @throws IllegalArgumentException if the initial capacity is negative,\n         or if the load factor is nonpositive.\n"
15999,method,java/util/WeakHashMap/WeakHashMap/int,"Constructs a new, empty <tt>WeakHashMap</tt> with the given initial\n capacity and the default load factor (0.75).\n\n @param  initialCapacity The initial capacity of the <tt>WeakHashMap</tt>\n @throws IllegalArgumentException if the initial capacity is negative\n"
16000,method,java/util/WeakHashMap/WeakHashMap/,"Constructs a new, empty <tt>WeakHashMap</tt> with the default initial\n capacity (16) and load factor (0.75).\n"
16001,method,java/util/WeakHashMap/WeakHashMap/Map,Constructs a new <tt>WeakHashMap</tt> with the same mappings as the\n specified map.  The <tt>WeakHashMap</tt> is created with the default\n load factor (0.75) and an initial capacity sufficient to hold the\n mappings in the specified map.\n\n @param   m the map whose mappings are to be placed in this map\n @throws  NullPointerException if the specified map is null\n @since	1.3\n
16003,method,java/util/Vector/copyInto/Object[],Copies the components of this vector into the specified array.\n The item at index {@code k} in this vector is copied into\n component {@code k} of {@code anArray}.\n\n @param  anArray the array into which the components get copied\n @throws NullPointerException if the given array is null\n @throws IndexOutOfBoundsException if the specified array is not\n         large enough to hold all the components of this vector\n @throws ArrayStoreException if a component of this vector is not of\n         a runtime type that can be stored in the specified array\n @see #toArray(Object[])\n
16004,method,java/util/Vector/trimToSize/,"Trims the capacity of this vector to be the vector's current\n size. If the capacity of this vector is larger than its current\n size, then the capacity is changed to equal the size by replacing\n its internal data array, kept in the field {@code elementData},\n with a smaller one. An application can use this operation to\n minimize the storage of a vector.\n"
16006,method,java/util/Vector/setSize/int,"Sets the size of this vector. If the new size is greater than the\n current size, new {@code null} items are added to the end of\n the vector. If the new size is less than the current size, all\n components at index {@code newSize} and greater are discarded.\n\n @param  newSize   the new size of this vector\n @throws ArrayIndexOutOfBoundsException if the new size is negative\n"
16007,method,java/util/Vector/capacity/,"Returns the current capacity of this vector.\n\n @return  the current capacity (the length of its internal\n          data array, kept in the field {@code elementData}\n          of this vector)\n"
16008,method,java/util/Vector/size/,Returns the number of components in this vector.\n\n @return  the number of components in this vector\n
16010,method,java/util/Vector/elements/,"Returns an enumeration of the components of this vector. The\n returned {@code Enumeration} object will generate all items in\n this vector. The first item generated is the item at index {@code 0},\n then the item at index {@code 1}, and so on.\n\n @return  an enumeration of the components of this vector\n @see     Iterator\n"
16012,method,java/util/Vector/indexOf/Object,"Returns the index of the first occurrence of the specified element\n in this vector, or -1 if this vector does not contain the element.\n More formally, returns the lowest index {@code i} such that\n <tt>(o==null&nbsp;?&nbsp;get(i)==null&nbsp;:&nbsp;o.equals(get(i)))</tt>,\n or -1 if there is no such index.\n\n @param o element to search for\n @return the index of the first occurrence of the specified element in\n         this vector, or -1 if this vector does not contain the element\n"
16013,method,java/util/Vector/indexOf/Object;int,"Returns the index of the first occurrence of the specified element in\n this vector, searching forwards from {@code index}, or returns -1 if\n the element is not found.\n More formally, returns the lowest index {@code i} such that\n <tt>(i&nbsp;&gt;=&nbsp;index&nbsp;&amp;&amp;&nbsp;(o==null&nbsp;?&nbsp;get(i)==null&nbsp;:&nbsp;o.equals(get(i))))</tt>,\n or -1 if there is no such index.\n\n @param o element to search for\n @param index index to start searching from\n @return the index of the first occurrence of the element in\n         this vector at position {@code index} or later in the vector;\n         {@code -1} if the element is not found.\n @throws IndexOutOfBoundsException if the specified index is negative\n @see     Object#equals(Object)\n"
16014,method,java/util/Vector/lastIndexOf/Object,"Returns the index of the last occurrence of the specified element\n in this vector, or -1 if this vector does not contain the element.\n More formally, returns the highest index {@code i} such that\n <tt>(o==null&nbsp;?&nbsp;get(i)==null&nbsp;:&nbsp;o.equals(get(i)))</tt>,\n or -1 if there is no such index.\n\n @param o element to search for\n @return the index of the last occurrence of the specified element in\n         this vector, or -1 if this vector does not contain the element\n"
16015,method,java/util/Vector/lastIndexOf/Object;int,"Returns the index of the last occurrence of the specified element in\n this vector, searching backwards from {@code index}, or returns -1 if\n the element is not found.\n More formally, returns the highest index {@code i} such that\n <tt>(i&nbsp;&lt;=&nbsp;index&nbsp;&amp;&amp;&nbsp;(o==null&nbsp;?&nbsp;get(i)==null&nbsp;:&nbsp;o.equals(get(i))))</tt>,\n or -1 if there is no such index.\n\n @param o element to search for\n @param index index to start searching backwards from\n @return the index of the last occurrence of the element at position\n         less than or equal to {@code index} in this vector;\n         -1 if the element is not found.\n @throws IndexOutOfBoundsException if the specified index is greater\n         than or equal to the current size of this vector\n"
16016,method,java/util/Vector/elementAt/int,Returns the component at the specified index.\n\n <p>This method is identical in functionality to the {@link #get(int)}\n method (which is part of the {@link List} interface).\n\n @param      index   an index into this vector\n @return     the component at the specified index\n @throws ArrayIndexOutOfBoundsException if the index is out of range\n	       ({@code index < 0 || index >= size()})\n
16017,method,java/util/Vector/firstElement/,Returns the first component (the item at index {@code 0}) of\n this vector.\n\n @return     the first component of this vector\n @throws NoSuchElementException if this vector has no components\n
16018,method,java/util/Vector/lastElement/,"Returns the last component of the vector.\n\n @return  the last component of the vector, i.e., the component at index\n          <code>size()&nbsp;-&nbsp;1</code>.\n @throws NoSuchElementException if this vector is empty\n"
16022,method,java/util/Vector/addElement/Object,"Adds the specified component to the end of this vector,\n increasing its size by one. The capacity of this vector is\n increased if its size becomes greater than its capacity.\n\n <p>This method is identical in functionality to the\n {@link #add(Object) add(E)}\n method (which is part of the {@link List} interface).\n\n @param   obj   the component to be added\n"
16023,method,java/util/Vector/removeElement/Object,"Removes the first (lowest-indexed) occurrence of the argument\n from this vector. If the object is found in this vector, each\n component in the vector with an index greater or equal to the\n object's index is shifted downward to have an index one smaller\n than the value it had previously.\n\n <p>This method is identical in functionality to the\n {@link #remove(Object)} method (which is part of the\n {@link List} interface).\n\n @param   obj   the component to be removed\n @return  {@code true} if the argument was a component of this\n          vector; {@code false} otherwise.\n"
16024,method,java/util/Vector/removeAllElements/,Removes all components from this vector and sets its size to zero.\n\n <p>This method is identical in functionality to the {@link #clear}\n method (which is part of the {@link List} interface).\n
16025,method,java/util/Vector/clone/,"Returns a clone of this vector. The copy will contain a\n reference to a clone of the internal data array, not a reference\n to the original internal data array of this {@code Vector} object.\n\n @return  a clone of this vector\n"
16026,method,java/util/Vector/toArray/,Returns an array containing all of the elements in this Vector\n in the correct order.\n\n @since 1.2\n
16028,method,java/util/Vector/get/int,Returns the element at the specified position in this Vector.\n\n @param index index of the element to return\n @return object at the specified index\n @throws ArrayIndexOutOfBoundsException if the index is out of range\n            ({@code index < 0 || index >= size()})\n @since 1.2\n
16029,method,java/util/Vector/set/int;Object,Replaces the element at the specified position in this Vector with the\n specified element.\n\n @param index index of the element to replace\n @param element element to be stored at the specified position\n @return the element previously at the specified position\n @throws ArrayIndexOutOfBoundsException if the index is out of range\n	       ({@code index < 0 || index >= size()})\n @since 1.2\n
16030,method,java/util/Vector/add/Object,Appends the specified element to the end of this Vector.\n\n @param e element to be appended to this Vector\n @return {@code true} (as specified by {@link Collection#add})\n @since 1.2\n
16031,method,java/util/Vector/remove/Object,"Removes the first occurrence of the specified element in this Vector\n If the Vector does not contain the element, it is unchanged.  More\n formally, removes the element with the lowest index i such that\n {@code (o==null ? get(i)==null : o.equals(get(i)))} (if such\n an element exists).\n\n @param o element to be removed from this Vector, if present\n @return true if the Vector contained the specified element\n @since 1.2\n"
16032,method,java/util/Vector/add/int;Object,Inserts the specified element at the specified position in this Vector.\n Shifts the element currently at that position (if any) and any\n subsequent elements to the right (adds one to their indices).\n\n @param index index at which the specified element is to be inserted\n @param element element to be inserted\n @throws ArrayIndexOutOfBoundsException if the index is out of range\n         ({@code index < 0 || index > size()})\n @since 1.2\n
16033,method,java/util/Vector/remove/int,Removes the element at the specified position in this Vector.\n Shifts any subsequent elements to the left (subtracts one from their\n indices).  Returns the element that was removed from the Vector.\n\n @throws ArrayIndexOutOfBoundsException if the index is out of range\n         ({@code index < 0 || index >= size()})\n @param index the index of the element to be removed\n @return element that was removed\n @since 1.2\n
16035,method,java/util/Vector/containsAll/Collection,Returns true if this Vector contains all of the elements in the\n specified Collection.\n\n @param   c a collection whose elements will be tested for containment\n          in this Vector\n @return true if this Vector contains all of the elements in the\n	       specified collection\n @throws NullPointerException if the specified collection is null\n
16041,method,java/util/Vector/hashCode/,Returns the hash code value for this Vector.\n
16042,method,java/util/Vector/toString/,"Returns a string representation of this Vector, containing\n the String representation of each element.\n"
16045,method,java/util/Vector/Vector/int;int,Constructs an empty vector with the specified initial capacity and\n capacity increment.\n\n @param   initialCapacity     the initial capacity of the vector\n @param   capacityIncrement   the amount by which the capacity is\n                              increased when the vector overflows\n @throws IllegalArgumentException if the specified initial capacity\n         is negative\n
16046,method,java/util/Vector/Vector/int,Constructs an empty vector with the specified initial capacity and\n with its capacity increment equal to zero.\n\n @param   initialCapacity   the initial capacity of the vector\n @throws IllegalArgumentException if the specified initial capacity\n         is negative\n
16047,method,java/util/Vector/Vector/,Constructs an empty vector so that its internal data array\n has size {@code 10} and its standard capacity increment is\n zero.\n
16048,method,java/util/Vector/Vector/Collection,"Constructs a vector containing the elements of the specified\n collection, in the order they are returned by the collection's\n iterator.\n\n @param c the collection whose elements are to be placed into this\n       vector\n @throws NullPointerException if the specified collection is null\n @since   1.2\n"
16049,field,java/util/Vector/elementData,"The array buffer into which the components of the vector are\n stored. The capacity of the vector is the length of this array buffer,\n and is at least large enough to contain all the vector's elements.\n\n <p>Any array elements following the last element in the Vector are null.\n\n @serial\n"
16050,field,java/util/Vector/elementCount,The number of valid components in this {@code Vector} object.\n Components {@code elementData[0]} through\n {@code elementData[elementCount-1]} are the actual items.\n\n @serial\n
16051,field,java/util/Vector/capacityIncrement,"The amount by which the capacity of the vector is automatically\n incremented when its size becomes greater than its capacity.  If\n the capacity increment is less than or equal to zero, the capacity\n of the vector is doubled each time it needs to grow.\n\n @serial\n"
16052,class,java/util/UnknownFormatFlagsException,"Unchecked exception thrown when an unknown flag is given.\n\n <p> Unless otherwise specified, passing a <tt>null</tt> argument to any\n method or constructor in this class will cause a {@link\n NullPointerException} to be thrown.\n\n @version 	1.4, 03/23/10\n @since 1.5\n"
16053,method,java/util/UnknownFormatFlagsException/getFlags/,Returns the set of flags which contains an unknown flag.\n\n @return  The flags\n
16054,method,java/util/UnknownFormatFlagsException/getMessage/,
16055,method,java/util/UnknownFormatFlagsException/UnknownFormatFlagsException/String,Constructs an instance of this class with the specified flags.\n\n @param  f\n         The set of format flags which contain an unknown flag\n
16056,class,java/util/UnknownFormatConversionException,"Unchecked exception thrown when an unknown conversion is given.\n\n <p> Unless otherwise specified, passing a <tt>null</tt> argument to\n any method or constructor in this class will cause a {@link\n NullPointerException} to be thrown.\n\n @version 	1.6, 03/23/10\n @since 1.5\n"
16057,method,java/util/UnknownFormatConversionException/getConversion/,Returns the unknown conversion.\n\n @return  The unknown conversion.\n
16058,method,java/util/UnknownFormatConversionException/getMessage/,
16059,method,java/util/UnknownFormatConversionException/UnknownFormatConversionException/String,Constructs an instance of this class with the unknown conversion.\n\n @param  s\n         Unknown conversion\n
16062,method,java/util/UUID/nameUUIDFromBytes/byte[],Static factory to retrieve a type 3 (name based) <tt>UUID</tt> based on\n the specified byte array.\n\n @param  name a byte array to be used to construct a <tt>UUID</tt>.\n @return  a <tt>UUID</tt> generated from the specified array.\n
16063,method,java/util/UUID/fromString/String,Creates a <tt>UUID</tt> from the string standard representation as\n described in the {@link #toString} method.\n\n @param  name a string that specifies a <tt>UUID</tt>.\n @return  a <tt>UUID</tt> with the specified value.\n @throws IllegalArgumentException if name does not conform to the\n         string representation as described in {@link #toString}.\n
16064,method,java/util/UUID/getLeastSignificantBits/,Returns the least significant 64 bits of this UUID's 128 bit value.\n\n @return the least significant 64 bits of this UUID's 128 bit value.\n
16065,method,java/util/UUID/getMostSignificantBits/,Returns the most significant 64 bits of this UUID's 128 bit value.\n\n @return the most significant 64 bits of this UUID's 128 bit value.\n
16066,method,java/util/UUID/version/,The version number associated with this <tt>UUID</tt>. The version \n number describes how this <tt>UUID</tt> was generated.\n\n The version number has the following meaning:<p>\n <ul>\n <li>1    Time-based UUID\n <li>2    DCE security UUID\n <li>3    Name-based UUID\n <li>4    Randomly generated UUID\n </ul>\n\n @return  the version number of this <tt>UUID</tt>.\n
16067,method,java/util/UUID/variant/,"The variant number associated with this <tt>UUID</tt>. The variant \n number describes the layout of the <tt>UUID</tt>.\n\n The variant number has the following meaning:<p>\n <ul>\n <li>0    Reserved for NCS backward compatibility\n <li>2    The Leach-Salz variant (used by this class)\n <li>6    Reserved, Microsoft Corporation backward compatibility\n <li>7    Reserved for future definition\n </ul>\n\n @return  the variant number of this <tt>UUID</tt>.\n"
16071,method,java/util/UUID/toString/,Returns a <code>String</code> object representing this\n <code>UUID</code>.\n \n <p>The UUID string representation is as described by this BNF : \n <blockquote><pre>\n {@code\n UUID                   = <time_low> - <time_mid> -\n                          <time_high_and_version> -\n                          <variant_and_sequence> -\n                          <node>\n time_low               = 4*<hexOctet>\n time_mid               = 2*<hexOctet>\n time_high_and_version  = 2*<hexOctet>\n variant_and_sequence   = 2*<hexOctet>\n node                   = 6*<hexOctet>\n hexOctet               = <hexDigit><hexDigit>\n hexDigit               =\n       0 | 1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9\n       | a | b | c | d | e | f\n       | A | B | C | D | E | F\n }</pre></blockquote>\n\n @return  a string representation of this <tt>UUID</tt>.\n
16072,method,java/util/UUID/hashCode/,Returns a hash code for this <code>UUID</code>.\n\n @return  a hash code value for this <tt>UUID</tt>. \n
16074,method,java/util/UUID/compareTo/UUID,"Compares this UUID with the specified UUID.\n \n <p>The first of two UUIDs follows the second if the most significant\n field in which the UUIDs differ is greater for the first UUID.\n\n @param  val <tt>UUID</tt> to which this <tt>UUID</tt> is to be compared.\n @return -1, 0 or 1 as this <tt>UUID</tt> is less than, equal\n         to, or greater than <tt>val</tt>.\n"
16075,method,java/util/UUID/UUID/long;long,Constructs a new <tt>UUID</tt> using the specified data.\n <tt>mostSigBits</tt> is used for the most significant 64 bits\n of the <tt>UUID</tt> and <tt>leastSigBits</tt> becomes the\n least significant 64 bits of the <tt>UUID</tt>.\n\n @param  mostSigBits\n @param  leastSigBits\n
16077,method,java/util/TreeSet/iterator/,Returns an iterator over the elements in this set in ascending order.\n\n @return an iterator over the elements in this set in ascending order\n
16078,method,java/util/TreeSet/descendingIterator/,Returns an iterator over the elements in this set in descending order.\n\n @return an iterator over the elements in this set in descending order\n @since 1.6\n
16079,method,java/util/TreeSet/descendingSet/,@since 1.6\n
16080,method,java/util/TreeSet/size/,Returns the number of elements in this set (its cardinality).\n\n @return the number of elements in this set (its cardinality)\n
16081,method,java/util/TreeSet/isEmpty/,Returns {@code true} if this set contains no elements.\n\n @return {@code true} if this set contains no elements\n
16093,method,java/util/TreeSet/comparator/,
16100,method,java/util/TreeSet/pollFirst/,@since 1.6\n
16101,method,java/util/TreeSet/pollLast/,@since 1.6\n
16102,method,java/util/TreeSet/clone/,Returns a shallow copy of this {@code TreeSet} instance. (The elements\n themselves are not cloned.)\n\n @return a shallow copy of this set\n
16106,method,java/util/TreeSet/TreeSet/SortedSet,Constructs a new tree set containing the same elements and\n using the same ordering as the specified sorted set.\n\n @param s sorted set whose elements will comprise the new set\n @throws NullPointerException if the specified sorted set is null\n
16108,method,java/util/TreeMap/size/,Returns the number of key-value mappings in this map.\n\n @return the number of key-value mappings in this map\n
16109,method,java/util/TreeMap/containsKey/Object,"Returns <tt>true</tt> if this map contains a mapping for the specified\n key.\n\n @param key key whose presence in this map is to be tested\n @return <tt>true</tt> if this map contains a mapping for the\n         specified key\n @throws ClassCastException if the specified key cannot be compared\n         with the keys currently in the map\n @throws NullPointerException if the specified key is null\n         and this map uses natural ordering, or its comparator\n         does not permit null keys\n"
16112,method,java/util/TreeMap/comparator/,
16115,method,java/util/TreeMap/putAll/Map,Copies all of the mappings from the specified map to this map.\n These mappings replace any mappings that this map had for any\n of the keys currently in the specified map.\n\n @param  map mappings to be stored in this map\n @throws ClassCastException if the class of a key or value in\n         the specified map prevents it from being stored in this map\n @throws NullPointerException if the specified map is null or\n         the specified map contains a null key and this map does not\n         permit null keys\n
16116,method,java/util/TreeMap/put/Object;Object,"Associates the specified value with the specified key in this map.\n If the map previously contained a mapping for the key, the old\n value is replaced.\n\n @param key key with which the specified value is to be associated\n @param value value to be associated with the specified key\n\n @return the previous value associated with <tt>key</tt>, or\n         <tt>null</tt> if there was no mapping for <tt>key</tt>.\n         (A <tt>null</tt> return can also indicate that the map\n         previously associated <tt>null</tt> with <tt>key</tt>.)\n @throws ClassCastException if the specified key cannot be compared\n         with the keys currently in the map\n @throws NullPointerException if the specified key is null\n         and this map uses natural ordering, or its comparator\n         does not permit null keys\n"
16119,method,java/util/TreeMap/clone/,Returns a shallow copy of this <tt>TreeMap</tt> instance. (The keys and\n values themselves are not cloned.)\n\n @return a shallow copy of this map\n
16120,method,java/util/TreeMap/firstEntry/,@since 1.6\n
16121,method,java/util/TreeMap/lastEntry/,@since 1.6\n
16122,method,java/util/TreeMap/pollFirstEntry/,@since 1.6\n
16123,method,java/util/TreeMap/pollLastEntry/,@since 1.6\n
16132,method,java/util/TreeMap/keySet/,"Returns a {@link Set} view of the keys contained in this map.\n The set's iterator returns the keys in ascending order.\n The set is backed by the map, so changes to the map are\n reflected in the set, and vice-versa.  If the map is modified\n while an iteration over the set is in progress (except through\n the iterator's own <tt>remove</tt> operation), the results of\n the iteration are undefined.  The set supports element removal,\n which removes the corresponding mapping from the map, via the\n <tt>Iterator.remove</tt>, <tt>Set.remove</tt>,\n <tt>removeAll</tt>, <tt>retainAll</tt>, and <tt>clear</tt>\n operations.  It does not support the <tt>add</tt> or <tt>addAll</tt>\n operations.\n"
16133,method,java/util/TreeMap/navigableKeySet/,@since 1.6\n
16134,method,java/util/TreeMap/descendingKeySet/,@since 1.6\n
16135,method,java/util/TreeMap/values/,"Returns a {@link Collection} view of the values contained in this map.\n The collection's iterator returns the values in ascending order\n of the corresponding keys.\n The collection is backed by the map, so changes to the map are\n reflected in the collection, and vice-versa.  If the map is\n modified while an iteration over the collection is in progress\n (except through the iterator's own <tt>remove</tt> operation),\n the results of the iteration are undefined.  The collection\n supports element removal, which removes the corresponding\n mapping from the map, via the <tt>Iterator.remove</tt>,\n <tt>Collection.remove</tt>, <tt>removeAll</tt>,\n <tt>retainAll</tt> and <tt>clear</tt> operations.  It does not\n support the <tt>add</tt> or <tt>addAll</tt> operations.\n"
16136,method,java/util/TreeMap/entrySet/,"Returns a {@link Set} view of the mappings contained in this map.\n The set's iterator returns the entries in ascending key order.\n The set is backed by the map, so changes to the map are\n reflected in the set, and vice-versa.  If the map is modified\n while an iteration over the set is in progress (except through\n the iterator's own <tt>remove</tt> operation, or through the\n <tt>setValue</tt> operation on a map entry returned by the\n iterator) the results of the iteration are undefined.  The set\n supports element removal, which removes the corresponding\n mapping from the map, via the <tt>Iterator.remove</tt>,\n <tt>Set.remove</tt>, <tt>removeAll</tt>, <tt>retainAll</tt> and\n <tt>clear</tt> operations.  It does not support the\n <tt>add</tt> or <tt>addAll</tt> operations.\n"
16137,method,java/util/TreeMap/descendingMap/,@since 1.6\n
16147,method,java/util/TreeMap/TreeMap/SortedMap,"Constructs a new tree map containing the same mappings and\n using the same ordering as the specified sorted map.  This\n method runs in linear time.\n\n @param  m the sorted map whose mappings are to be placed in this map,\n         and whose comparator is to be used to sort this map\n @throws NullPointerException if the specified map is null\n"
16149,method,java/util/TooManyListenersException/TooManyListenersException/,Constructs a TooManyListenersException with no detail message.\n A detail message is a String that describes this particular exception.\n
16150,method,java/util/TooManyListenersException/TooManyListenersException/String,Constructs a TooManyListenersException with the specified detail message.\n A detail message is a String that describes this particular exception.\n @param s the detail message\n
16151,class,java/util/TimerTask,"A task that can be scheduled for one-time or repeated execution by a Timer.\n\n @author  Josh Bloch\n @version 1.12, 03/23/10\n @see	    Timer\n @since   1.3\n"
16152,method,java/util/TimerTask/run/,The action to be performed by this timer task.\n
16155,method,java/util/TimerTask/TimerTask/,Creates a new timer task.\n
16174,method,java/util/TimeZone/getID/,Gets the ID of this time zone.\n @return the ID of this time zone.\n
16175,method,java/util/TimeZone/setID/String,Sets the time zone ID. This does not change any other data in\n the time zone object.\n @param ID the new time zone ID.\n
16176,method,java/util/TimeZone/getDisplayName/,"Returns a name of this time zone suitable for presentation to the user\n in the default locale.\n This method returns the long name, not including daylight savings.\n If the display name is not available for the locale,\n then this method returns a string in the \n <a href=#NormalizedCustomID>normalized custom ID format</a>.\n @return the human-readable name of this time zone in the default locale.\n @since 1.2\n"
