id,type,path,text
19955,class,java/security/AccessControlException," <p> This exception is thrown by the AccessController to indicate\n that a requested access (to a critical system resource such as the\n file system or the network) is denied.\n\n <p> The reason to deny access can vary.  For example, the requested\n permission might be of an incorrect type,  contain an invalid\n value, or request access that is not allowed according to the\n security policy.  Such information should be given whenever\n possible at the time the exception is thrown.\n\n @version 	1.15, 03/23/10\n @author Li Gong\n @author Roland Schemers\n"
19959,class,java/security/AccessControlContext,"\n An AccessControlContext is used to make system resource access decisions\n based on the context it encapsulates.\n \n <p>More specifically, it encapsulates a context and\n has a single method, <code>checkPermission</code>,\n that is equivalent to the <code>checkPermission</code> method\n in the AccessController class, with one difference: The AccessControlContext\n <code>checkPermission</code> method makes access decisions based on the \n context it encapsulates,\n rather than that of the current execution thread.\n \n <p>Thus, the purpose of AccessControlContext is for those situations where\n a security check that should be made within a given context\n actually needs to be done from within a\n <i>different</i> context (for example, from within a worker thread).\n \n <p> An AccessControlContext is created by calling the \n <code>AccessController.getContext</code> method. \n The <code>getContext</code> method takes a "snapshot"\n of the current calling context, and places\n it in an AccessControlContext object, which it returns. A sample call is\n the following:\n \n <pre>\n \n   AccessControlContext acc = AccessController.getContext()\n \n </pre>\n \n <p>\n Code within a different context can subsequently call the\n <code>checkPermission</code> method on the\n previously-saved AccessControlContext object. A sample call is the\n following:\n \n <pre>\n \n   acc.checkPermission(permission)\n \n </pre> \n \n @see AccessController\n\n @author Roland Schemers\n"
19960,method,java/security/AccessControlContext/getDomainCombiner/," Get the <code>DomainCombiner</code> associated with this\n <code>AccessControlContext</code>.\n\n <p>\n\n @return the <code>DomainCombiner</code> associated with this\n		<code>AccessControlContext</code>, or <code>null</code>\n		if there is none.\n\n @exception SecurityException if the caller does not have permission\n		to get the <code>DomainCombiner</code> associated with this\n		<code>AccessControlContext</code>.\n @since 1.3\n"
19961,method,java/security/AccessControlContext/checkPermission/Permission,"\n Determines whether the access request indicated by the\n specified permission should be allowed or denied, based on\n the security policy currently in effect, and the context in\n this object. The request is allowed only if every ProtectionDomain\n in the context implies the permission. Otherwise the request is\n denied.\n \n <p>\n This method quietly returns if the access request\n is permitted, or throws a suitable AccessControlException otherwise. \n\n @param perm the requested permission.\n \n @exception AccessControlException if the specified permission\n is not permitted, based on the current security policy and the\n context encapsulated by this object.\n @exception NullPointerException if the permission to check for is null.\n"
19965,method,java/security/AccessControlContext/AccessControlContext/AccessControlContext;DomainCombiner," Create a new <code>AccessControlContext</code> with the given\n <code>AccessControlContext</code> and <code>DomainCombiner</code>.\n This constructor associates the provided\n <code>DomainCombiner</code> with the provided\n <code>AccessControlContext</code>.\n\n <p>\n\n @param acc the <code>AccessControlContext</code> associated\n		with the provided <code>DomainCombiner</code>. <p>\n\n @param combiner the <code>DomainCombiner</code> to be associated\n		with the provided <code>AccessControlContext</code>.\n\n @exception NullPointerException if the provided\n		<code>context</code> is <code>null</code>. <p>\n\n @exception SecurityException if the caller does not have permission\n		to invoke this constructor.\n @since 1.3\n"
19987,method,java/security/interfaces/RSAMultiPrimePrivateCrtKey/getOtherPrimeInfo/," Returns the otherPrimeInfo or null if there are only \n two prime factors (p and q).\n\n @return the otherPrimeInfo.\n"
20009,interface,java/security/interfaces/DSAKeyPairGenerator," An interface to an object capable of generating DSA key pairs. \n\n <p>The <code>initialize</code> methods may each be called any number \n of times. If no <code>initialize</code> method is called on a \n DSAKeyPairGenerator, the default is to generate 1024-bit keys, using \n precomputed p, q and g parameters and an instance of SecureRandom as \n the random bit source.\n \n <p>Users wishing to indicate DSA-specific parameters, and to generate a key \n pair suitable for use with the DSA algorithm typically\n \n <ol>\n \n <li>Get a key pair generator for the DSA algorithm by calling the \n KeyPairGenerator <code>getInstance</code> method with "DSA" \n as its argument.<p> \n \n <li>Initialize the generator by casting the result to a DSAKeyPairGenerator\n and calling one of the \n <code>initialize</code> methods from this DSAKeyPairGenerator interface.<p>\n \n <li>Generate a key pair by calling the <code>generateKeyPair</code> \n method from the KeyPairGenerator class.\n \n </ol> \n\n <p>Note: it is not always necessary to do do algorithm-specific\n initialization for a DSA key pair generator. That is, it is not always\n necessary to call an <code>initialize</code> method in this interface.\n Algorithm-independent initialization using the <code>initialize</code> method\n in the KeyPairGenerator\n interface is all that is needed when you accept defaults for algorithm-specific\n parameters.\n \n @see java.security.KeyPairGenerator\n"
20011,method,java/security/interfaces/DSAKeyPairGenerator/initialize/int;boolean;SecureRandom," Initializes the key pair generator for a given modulus length\n (instead of parameters), and an optional SecureRandom bit source.  \n If a SecureRandom bit source is needed but not supplied, i.e. \n null, a default SecureRandom instance will be used.  \n\n <p>If <code>genParams</code> is true, this method generates new \n p, q and g parameters. If it is false, the method uses precomputed\n parameters for the modulus length requested. If there are no\n precomputed parameters for that modulus length, an exception will be \n thrown. It is guaranteed that there will always be\n default parameters for modulus lengths of 512 and 1024 bits.\n\n @param modlen the modulus length in bits. Valid values are any\n multiple of 8 between 512 and 1024, inclusive.\n\n @param random the random bit source to use to generate key bits; \n can be null.\n\n @param genParams whether or not to generate new parameters for\n the modulus length requested.\n\n @exception InvalidParameterException if <code>modlen</code> is not\n between 512 and 1024, or if <code>genParams</code> is false and \n there are no precomputed parameters for the requested modulus \n length.  \n"
20013,method,java/security/interfaces/DSAKey/getParams/," Returns the DSA-specific key parameters. These parameters are\n never secret.\n\n @return the DSA-specific key parameters.\n \n @see DSAParams\n"
20015,method,java/security/spec/X509EncodedKeySpec/getEncoded/," Returns the key bytes, encoded according to the X.509 standard.\n\n @return the X.509 encoding of the key. Returns a new array \n each time this method is called.\n"
20026,class,java/security/spec/RSAPrivateCrtKeySpec," This class specifies an RSA private key, as defined in the PKCS#1\n standard, using the Chinese Remainder Theorem (CRT) information values for\n efficiency.\n\n @author Jan Luehe\n\n @version 1.14 10/03/23\n\n @see java.security.Key\n @see java.security.KeyFactory\n @see KeySpec\n @see PKCS8EncodedKeySpec\n @see RSAPrivateKeySpec\n @see RSAPublicKeySpec\n"
20039,class,java/security/spec/RSAMultiPrimePrivateCrtKeySpec," This class specifies an RSA multi-prime private key, as defined in the \n PKCS#1 v2.1, using the Chinese Remainder Theorem (CRT) information \n values for efficiency.\n\n @author Valerie Peng\n\n @version 1.10 10/03/23\n\n @see java.security.Key\n @see java.security.KeyFactory\n @see KeySpec\n @see PKCS8EncodedKeySpec\n @see RSAPrivateKeySpec\n @see RSAPublicKeySpec\n @see RSAOtherPrimeInfo\n\n @since 1.4\n"
20046,method,java/security/spec/RSAMultiPrimePrivateCrtKeySpec/getOtherPrimeInfo/," Returns a copy of the otherPrimeInfo or null if there are \n only two prime factors (p and q).\n\n @return the otherPrimeInfo. Returns a new array each\n time this method is called.\n"
20047,method,java/security/spec/RSAMultiPrimePrivateCrtKeySpec/RSAMultiPrimePrivateCrtKeySpec/BigInteger;BigInteger;BigInteger;BigInteger;BigInteger;BigInteger;BigInteger;BigInteger;RSAOtherPrimeInfo[]," Creates a new <code>RSAMultiPrimePrivateCrtKeySpec</code>\n given the modulus, publicExponent, privateExponent,\n primeP, primeQ, primeExponentP, primeExponentQ,\n crtCoefficient, and otherPrimeInfo as defined in PKCS#1 v2.1.\n\n <p>Note that the contents of <code>otherPrimeInfo</code> \n are copied to protect against subsequent modification when \n constructing this object.\n\n @param modulus the modulus n.\n @param publicExponent the public exponent e.\n @param privateExponent the private exponent d.\n @param primeP the prime factor p of n.\n @param primeQ the prime factor q of n.\n @param primeExponentP this is d mod (p-1).\n @param primeExponentQ this is d mod (q-1).\n @param crtCoefficient the Chinese Remainder Theorem\n coefficient q-1 mod p.\n @param otherPrimeInfo triplets of the rest of primes, null can be\n specified if there are only two prime factors (p and q).\n @exception NullPointerException if any of the parameters, i.e. \n <code>modulus</code>, \n <code>publicExponent</code>, <code>privateExponent</code>, \n <code>primeP</code>, <code>primeQ</code>, \n <code>primeExponentP</code>, <code>primeExponentQ</code>,\n <code>crtCoefficient</code>, is null.\n @exception IllegalArgumentException if an empty, i.e. 0-length,\n <code>otherPrimeInfo</code> is specified.\n"
20054,class,java/security/spec/PSSParameterSpec," This class specifies a parameter spec for RSA-PSS signature scheme,\n as defined in the \n <a href="http://www.ietf.org/rfc/rfc3447.txt">PKCS#1 v2.1</a>\n standard.\n\n <p>Its ASN.1 definition in PKCS#1 standard is described below:\n <pre>\n RSASSA-PSS-params ::= SEQUENCE {\n   hashAlgorithm      [0] OAEP-PSSDigestAlgorithms  DEFAULT sha1,\n   maskGenAlgorithm   [1] PKCS1MGFAlgorithms  DEFAULT mgf1SHA1,\n   saltLength         [2] INTEGER  DEFAULT 20,\n   trailerField       [3] INTEGER  DEFAULT 1\n }\n </pre>\n where\n <pre>\n OAEP-PSSDigestAlgorithms    ALGORITHM-IDENTIFIER ::= {\n   { OID id-sha1 PARAMETERS NULL   }|\n   { OID id-sha256 PARAMETERS NULL }|\n   { OID id-sha384 PARAMETERS NULL }|\n   { OID id-sha512 PARAMETERS NULL },\n   ...  -- Allows for future expansion --\n }\n\n PKCS1MGFAlgorithms    ALGORITHM-IDENTIFIER ::= {\n   { OID id-mgf1 PARAMETERS OAEP-PSSDigestAlgorithms },\n   ...  -- Allows for future expansion --\n }\n </pre>\n <p>Note: the PSSParameterSpec.DEFAULT uses the following:\n     message digest  -- "SHA-1"\n     mask generation function (mgf) -- "MGF1"\n     parameters for mgf -- MGF1ParameterSpec.SHA1\n     SaltLength   -- 20\n     TrailerField -- 1\n\n @see MGF1ParameterSpec\n @see AlgorithmParameterSpec\n @see java.security.Signature\n\n @author Valerie Peng\n\n @version 1.10 10/03/23\n\n @since 1.4\n"
20064,method,java/security/spec/PKCS8EncodedKeySpec/getEncoded/," Returns the key bytes, encoded according to the PKCS #8 standard.\n\n @return the PKCS #8 encoding of the key. Returns a new array \n each time this method is called.\n"
20074,interface,java/security/spec/KeySpec," A (transparent) specification of the key material\n that constitutes a cryptographic key.\n\n <p>If the key is stored on a hardware device, its\n specification may contain information that helps identify the key on the\n device.\n\n <P> A key may be specified in an algorithm-specific way, or in an\n algorithm-independent encoding format (such as ASN.1).\n For example, a DSA private key may be specified by its components\n <code>x</code>, <code>p</code>, <code>q</code>, and <code>g</code>\n (see {@link DSAPrivateKeySpec}), or it may be\n specified using its DER encoding\n (see {@link PKCS8EncodedKeySpec}).\n\n <P> This interface contains no methods or constants. Its only purpose\n is to group (and provide type safety for) all key specifications.\n All key specifications must implement this interface.\n\n @author Jan Luehe\n\n @version 1.19, 03/23/10\n\n @see java.security.Key\n @see java.security.KeyFactory\n @see EncodedKeySpec\n @see X509EncodedKeySpec\n @see PKCS8EncodedKeySpec\n @see DSAPrivateKeySpec\n @see DSAPublicKeySpec\n\n @since 1.2\n"
20084,method,java/security/spec/EncodedKeySpec/getEncoded/," Returns the encoded key.\n\n @return the encoded key. Returns a new array each time\n this method is called.\n"
20085,method,java/security/spec/EncodedKeySpec/getFormat/," Returns the name of the encoding format associated with this\n key specification.\n\n <p>If the opaque representation of a key\n (see {@link java.security.Key Key}) can be transformed\n (see {@link java.security.KeyFactory KeyFactory})\n into this key specification (or a subclass of it),\n <code>getFormat</code> called\n on the opaque key returns the same value as the\n <code>getFormat</code> method\n of this key specification.\n\n @return a string representation of the encoding format.\n"
20087,class,java/security/spec/EllipticCurve," This immutable class holds the necessary values needed to represent \n an elliptic curve.\n\n @see ECField\n @see ECFieldFp\n @see ECFieldF2m\n\n @author Valerie Peng\n @version 1.6, 03/23/10\n\n @since 1.5\n"
20091,method,java/security/spec/EllipticCurve/getSeed/," Returns the seeding bytes <code>seed</code> used \n during curve generation. May be null if not specified.\n @return the seeding bytes <code>seed</code>. A new\n array is returned each time this method is called.\n"
20104,class,java/security/spec/ECPoint," This immutable class represents a point on an elliptic curve (EC)\n in affine coordinates. Other coordinate systems can\n extend this class to represent this point in other\n coordinates.\n\n @author Valerie Peng\n @version 1.5, 03/23/10\n\n @since 1.5\n"
20105,method,java/security/spec/ECPoint/getAffineX/," Returns the affine x-coordinate <code>x</code>.\n Note: POINT_INFINITY has a null affine x-coordinate.\n @return the affine x-coordinate.\n"
20106,method,java/security/spec/ECPoint/getAffineY/," Returns the affine y-coordinate <code>y</code>.\n Note: POINT_INFINITY has a null affine y-coordinate.\n @return the affine y-coordinate.\n"
20130,method,java/security/spec/ECFieldF2m/getMidTermsOfReductionPolynomial/," Returns an integer array which contains the order of the \n middle term(s) of the reduction polynomial for polynomial \n basis or null for normal basis.\n @return an integer array which contains the order of the \n middle term(s) of the reduction polynomial for polynomial \n basis or null for normal basis. A new array is returned \n each time this method is called.\n"
20134,method,java/security/spec/ECFieldF2m/ECFieldF2m/int;BigInteger," Creates an elliptic curve characteristic 2 finite\n field which has 2^<code>m</code> elements with \n polynomial basis.\n The reduction polynomial for this field is based\n on <code>rp</code> whose i-th bit correspondes to\n the i-th coefficient of the reduction polynomial.<p> \n Note: A valid reduction polynomial is either a \n trinomial (X^<code>m</code> + X^<code>k</code> + 1\n with <code>m</code> > <code>k</code> >= 1) or a\n pentanomial (X^<code>m</code> + X^<code>k3</code> \n + X^<code>k2</code> + X^<code>k1</code> + 1 with\n <code>m</code> > <code>k3</code> > <code>k2</code> \n > <code>k1</code> >= 1). \n @param m with 2^<code>m</code> being the number of elements.\n @param rp the BigInteger whose i-th bit corresponds to\n the i-th coefficient of the reduction polynomial. \n @exception NullPointerException if <code>rp</code> is null.\n @exception IllegalArgumentException if <code>m</code> \n is not positive, or <code>rp</code> does not represent \n a valid reduction polynomial. \n"
20136,interface,java/security/spec/ECField," This interface represents an elliptic curve (EC) finite field.\n All specialized EC fields must implements this interface.\n\n @see ECFieldFp\n @see ECFieldF2m\n\n @author Valerie Peng\n @version 1.6, 03/23/10\n\n @since 1.5\n"
20137,method,java/security/spec/ECField/getFieldSize/," Returns the field size in bits. Note: For prime finite\n field ECFieldFp, size of prime p in bits is returned.\n For characteristic 2 finite field ECFieldF2m, m is returned.\n @return the field size in bits.\n"
20155,interface,java/security/spec/AlgorithmParameterSpec," A (transparent) specification of cryptographic parameters.\n\n <P> This interface contains no methods or constants. Its only purpose\n is to group (and provide type safety for) all parameter specifications.\n All parameter specifications must implement this interface.\n \n @author Jan Luehe\n\n @version 1.16, 03/23/10\n\n @see java.security.AlgorithmParameters\n @see DSAParameterSpec\n\n @since 1.2\n"
20161,class,java/security/cert/X509Certificate," <p>\n Abstract class for X.509 certificates. This provides a standard\n way to access all the attributes of an X.509 certificate.\n <p>\n In June of 1996, the basic X.509 v3 format was completed by\n ISO/IEC and ANSI X9, which is described below in ASN.1:\n <pre>\n Certificate  ::=  SEQUENCE  {\n     tbsCertificate       TBSCertificate,\n     signatureAlgorithm   AlgorithmIdentifier,\n     signature            BIT STRING  }\n </pre>\n <p>\n These certificates are widely used to support authentication and\n other functionality in Internet security systems. Common applications\n include Privacy Enhanced Mail (PEM), Transport Layer Security (SSL),\n code signing for trusted software distribution, and Secure Electronic\n Transactions (SET).\n <p>\n These certificates are managed and vouched for by <em>Certificate\n Authorities</em> (CAs). CAs are services which create certificates by\n placing data in the X.509 standard format and then digitally signing\n that data. CAs act as trusted third parties, making introductions\n between principals who have no direct knowledge of each other.\n CA certificates are either signed by themselves, or by some other\n CA such as a "root" CA.\n <p>\n More information can be found in RFC 2459,\n "Internet X.509 Public Key Infrastructure Certificate and CRL\n Profile" at <A HREF="http://www.ietf.org/rfc/rfc2459.txt"> \n http://www.ietf.org/rfc/rfc2459.txt </A>.\n <p>\n The ASN.1 definition of <code>tbsCertificate</code> is:\n <pre>\n TBSCertificate  ::=  SEQUENCE  {\n     version         [0]  EXPLICIT Version DEFAULT v1,\n     serialNumber         CertificateSerialNumber,\n     signature            AlgorithmIdentifier,\n     issuer               Name,\n     validity             Validity,\n     subject              Name,\n     subjectPublicKeyInfo SubjectPublicKeyInfo,\n     issuerUniqueID  [1]  IMPLICIT UniqueIdentifier OPTIONAL,\n                          -- If present, version must be v2 or v3\n     subjectUniqueID [2]  IMPLICIT UniqueIdentifier OPTIONAL,\n                          -- If present, version must be v2 or v3\n     extensions      [3]  EXPLICIT Extensions OPTIONAL\n                          -- If present, version must be v3\n     }\n </pre>\n <p>\n Certificates are instantiated using a certificate factory. The following is\n an example of how to instantiate an X.509 certificate:\n <pre> \n InputStream inStream = new FileInputStream("fileName-of-cert");\n CertificateFactory cf = CertificateFactory.getInstance("X.509");\n X509Certificate cert = (X509Certificate)cf.generateCertificate(inStream);\n inStream.close();\n </pre>\n\n @author Hemma Prafullchandra\n\n @version 1.41\n\n @see Certificate\n @see CertificateFactory\n @see X509Extension\n"
20172,method,java/security/cert/X509Certificate/getTBSCertificate/," Gets the DER-encoded certificate information, the\n <code>tbsCertificate</code> from this certificate.\n This can be used to verify the signature independently.\n\n @return the DER-encoded certificate information.\n @exception CertificateEncodingException if an encoding error occurs.\n"
20177,method,java/security/cert/X509Certificate/getIssuerUniqueID/," Gets the <code>issuerUniqueID</code> value from the certificate.\n The issuer unique identifier is present in the certificate\n to handle the possibility of reuse of issuer names over time.\n RFC 2459 recommends that names not be reused and that\n conforming certificates not make use of unique identifiers.\n Applications conforming to that profile should be capable of\n parsing unique identifiers and making comparisons.\n \n <p>The ASN.1 definition for this is:\n <pre>\n issuerUniqueID  [1]  IMPLICIT UniqueIdentifier OPTIONAL<p>\n UniqueIdentifier  ::=  BIT STRING\n </pre>\n\n @return the issuer unique identifier or null if it is not\n present in the certificate.\n"
20179,method,java/security/cert/X509Certificate/getKeyUsage/," Gets a boolean array representing bits of\n the <code>KeyUsage</code> extension, (OID = 2.5.29.15).\n The key usage extension defines the purpose (e.g., encipherment,\n signature, certificate signing) of the key contained in the\n certificate.\n The ASN.1 definition for this is:\n <pre>\n KeyUsage ::= BIT STRING {\n     digitalSignature        (0),\n     nonRepudiation          (1),\n     keyEncipherment         (2),\n     dataEncipherment        (3),\n     keyAgreement            (4),\n     keyCertSign             (5),\n     cRLSign                 (6),\n     encipherOnly            (7),\n     decipherOnly            (8) }\n </pre>\n RFC 2459 recommends that when used, this be marked\n as a critical extension.\n\n @return the KeyUsage extension of this certificate, represented as\n an array of booleans. The order of KeyUsage values in the array is\n the same as in the above ASN.1 definition. The array will contain a\n value for each KeyUsage defined above. If the KeyUsage list encoded\n in the certificate is longer than the above list, it will not be\n truncated. Returns null if this certificate does not\n contain a KeyUsage extension.\n"
20181,method,java/security/cert/X509Certificate/getBasicConstraints/," Gets the certificate constraints path length from the\n critical <code>BasicConstraints</code> extension, (OID = 2.5.29.19).\n <p>\n The basic constraints extension identifies whether the subject\n of the certificate is a Certificate Authority (CA) and \n how deep a certification path may exist through that CA. The \n <code>pathLenConstraint</code> field (see below) is meaningful\n only if <code>cA</code> is set to TRUE. In this case, it gives the\n maximum number of CA certificates that may follow this certificate in a\n certification path. A value of zero indicates that only an end-entity\n certificate may follow in the path.\n <p>\n Note that for RFC 2459 this extension is always marked\n critical if <code>cA</code> is TRUE, meaning this certificate belongs\n to a Certificate Authority.\n <p>\n The ASN.1 definition for this is:\n <pre>\n BasicConstraints ::= SEQUENCE {\n     cA                  BOOLEAN DEFAULT FALSE,\n     pathLenConstraint   INTEGER (0..MAX) OPTIONAL }\n </pre>\n\n @return the value of <code>pathLenConstraint</code> if the\n BasicConstraints extension is present in the certificate and the\n subject of the certificate is a CA, otherwise -1.\n If the subject of the certificate is a CA and\n <code>pathLenConstraint</code> does not appear,\n <code>Integer.MAX_VALUE</code> is returned to indicate that there is no\n limit to the allowed length of the certification path.\n"
20186,method,java/security/cert/X509CertSelector/setCertificate/X509Certificate," Sets the certificateEquals criterion. The specified \n <code>X509Certificate</code> must be equal to the \n <code>X509Certificate</code> passed to the <code>match</code> method.\n If <code>null</code>, then this check is not applied.\n\n <p>This method is particularly useful when it is necessary to\n match a single certificate. Although other criteria can be specified \n in conjunction with the certificateEquals criterion, it is usually not \n practical or necessary.\n\n @param cert the <code>X509Certificate</code> to match (or \n <code>null</code>)\n @see #getCertificate\n"
20187,method,java/security/cert/X509CertSelector/setSerialNumber/BigInteger," Sets the serialNumber criterion. The specified serial number\n must match the certificate serial number in the\n <code>X509Certificate</code>. If <code>null</code>, any certificate \n serial number will do.\n\n @param serial the certificate serial number to match \n        (or <code>null</code>)\n @see #getSerialNumber\n"
20188,method,java/security/cert/X509CertSelector/setIssuer/X500Principal," Sets the issuer criterion. The specified distinguished name\n must match the issuer distinguished name in the\n <code>X509Certificate</code>. If <code>null</code>, any issuer\n distinguished name will do.\n\n @param issuer a distinguished name as X500Principal\n                 (or <code>null</code>)\n @since 1.5\n"
20191,method,java/security/cert/X509CertSelector/setSubject/X500Principal," Sets the subject criterion. The specified distinguished name\n must match the subject distinguished name in the\n <code>X509Certificate</code>. If <code>null</code>, any subject\n distinguished name will do.\n\n @param subject a distinguished name as X500Principal\n                  (or <code>null</code>)\n @since 1.5\n"
20196,method,java/security/cert/X509CertSelector/setCertificateValid/Date," Sets the certificateValid criterion. The specified date must fall\n within the certificate validity period for the\n <code>X509Certificate</code>. If <code>null</code>, no certificateValid\n check will be done.\n <p>\n Note that the <code>Date</code> supplied here is cloned to protect \n against subsequent modifications.\n\n @param certValid the <code>Date</code> to check (or <code>null</code>)\n @see #getCertificateValid\n"
20197,method,java/security/cert/X509CertSelector/setPrivateKeyValid/Date," Sets the privateKeyValid criterion. The specified date must fall\n within the private key validity period for the\n <code>X509Certificate</code>. If <code>null</code>, no privateKeyValid\n check will be done.\n <p>\n Note that the <code>Date</code> supplied here is cloned to protect \n against subsequent modifications.\n\n @param privateKeyValid the <code>Date</code> to check (or\n                        <code>null</code>)\n @see #getPrivateKeyValid\n"
20198,method,java/security/cert/X509CertSelector/setSubjectPublicKeyAlgID/String," Sets the subjectPublicKeyAlgID criterion. The\n <code>X509Certificate</code> must contain a subject public key\n with the specified algorithm. If <code>null</code>, no\n subjectPublicKeyAlgID check will be done.\n \n @param oid The object identifier (OID) of the algorithm to check\n            for (or <code>null</code>). An OID is represented by a\n            set of nonnegative integers separated by periods.\n @throws IOException if the OID is invalid, such as\n the first component being not 0, 1 or 2 or the second component\n being greater than 39.\n\n @see #getSubjectPublicKeyAlgID\n"
20199,method,java/security/cert/X509CertSelector/setSubjectPublicKey/PublicKey," Sets the subjectPublicKey criterion. The\n <code>X509Certificate</code> must contain the specified subject public\n key. If <code>null</code>, no subjectPublicKey check will be done.\n \n @param key the subject public key to check for (or <code>null</code>)\n @see #getSubjectPublicKey\n"
20201,method,java/security/cert/X509CertSelector/setKeyUsage/boolean[]," Sets the keyUsage criterion. The <code>X509Certificate</code>\n must allow the specified keyUsage values. If <code>null</code>, no\n keyUsage check will be done. Note that an <code>X509Certificate</code> \n that has no keyUsage extension implicitly allows all keyUsage values.\n <p>\n Note that the boolean array supplied here is cloned to protect against\n subsequent modifications.\n\n @param keyUsage a boolean array in the same format as the boolean\n                 array returned by\n {@link X509Certificate#getKeyUsage() X509Certificate.getKeyUsage()}.\n                 Or <code>null</code>.\n @see #getKeyUsage\n"
20202,method,java/security/cert/X509CertSelector/setExtendedKeyUsage/Set," Sets the extendedKeyUsage criterion. The <code>X509Certificate</code>\n must allow the specified key purposes in its extended key usage\n extension. If <code>keyPurposeSet</code> is empty or <code>null</code>, \n no extendedKeyUsage check will be done. Note that an \n <code>X509Certificate</code> that has no extendedKeyUsage extension \n implicitly allows all key purposes.\n <p>\n Note that the <code>Set</code> is cloned to protect against\n subsequent modifications.\n\n @param keyPurposeSet a <code>Set</code> of key purpose OIDs in string \n format (or <code>null</code>). Each OID is represented by a set of \n nonnegative integers separated by periods.\n @throws IOException if the OID is invalid, such as\n the first component being not 0, 1 or 2 or the second component\n being greater than 39.\n @see #getExtendedKeyUsage\n"
20203,method,java/security/cert/X509CertSelector/setMatchAllSubjectAltNames/boolean," Enables/disables matching all of the subjectAlternativeNames \n specified in the {@link #setSubjectAlternativeNames\n setSubjectAlternativeNames} or {@link #addSubjectAlternativeName\n addSubjectAlternativeName} methods. If enabled, \n the <code>X509Certificate</code> must contain all of the \n specified subject alternative names. If disabled, the \n <code>X509Certificate</code> must contain at least one of the \n specified subject alternative names.\n\n <p>The matchAllNames flag is <code>true</code> by default.\n\n @param matchAllNames if <code>true</code>, the flag is enabled;\n if <code>false</code>, the flag is disabled.\n @see #getMatchAllSubjectAltNames\n"
20204,method,java/security/cert/X509CertSelector/setSubjectAlternativeNames/Collection," Sets the subjectAlternativeNames criterion. The\n <code>X509Certificate</code> must contain all or at least one of the \n specified subjectAlternativeNames, depending on the value of\n the matchAllNames flag (see {@link #setMatchAllSubjectAltNames\n setMatchAllSubjectAltNames}).\n <p>\n This method allows the caller to specify, with a single method call,\n the complete set of subject alternative names for the\n subjectAlternativeNames criterion. The specified value replaces\n the previous value for the subjectAlternativeNames criterion.\n <p>\n The <code>names</code> parameter (if not <code>null</code>) is a\n <code>Collection</code> with one\n entry for each name to be included in the subject alternative name\n criterion. Each entry is a <code>List</code> whose first entry is an\n <code>Integer</code> (the name type, 0-8) and whose second\n entry is a <code>String</code> or a byte array (the name, in\n string or ASN.1 DER encoded form, respectively).\n There can be multiple names of the same type. If <code>null</code>\n is supplied as the value for this argument, no\n subjectAlternativeNames check will be performed.\n <p>\n Each subject alternative name in the <code>Collection</code>\n may be specified either as a <code>String</code> or as an ASN.1 encoded\n byte array. For more details about the formats used, see\n {@link #addSubjectAlternativeName(int type, String name) \n addSubjectAlternativeName(int type, String name)} and\n {@link #addSubjectAlternativeName(int type, byte [] name) \n addSubjectAlternativeName(int type, byte [] name)}.\n <p>\n <strong>Note:</strong> for distinguished names, specify the byte\n array form instead of the String form. See the note in \n {@link #addSubjectAlternativeName(int, String)} for more information. \n <p>\n Note that the <code>names</code> parameter can contain duplicate\n names (same name and name type), but they may be removed from the\n <code>Collection</code> of names returned by the\n {@link #getSubjectAlternativeNames getSubjectAlternativeNames} method.\n <p>\n Note that a deep copy is performed on the <code>Collection</code> to\n protect against subsequent modifications.\n\n @param names a <code>Collection</code> of names (or <code>null</code>)\n @throws IOException if a parsing error occurs\n @see #getSubjectAlternativeNames\n"
20208,method,java/security/cert/X509CertSelector/setBasicConstraints/int," Sets the basic constraints constraint. If the value is greater than or\n equal to zero, <code>X509Certificates</code> must include a \n basicConstraints extension with\n a pathLen of at least this value. If the value is -2, only end-entity\n certificates are accepted. If the value is -1, no check is done.\n <p>\n This constraint is useful when building a certification path forward \n (from the target toward the trust anchor. If a partial path has been \n built, any candidate certificate must have a maxPathLen value greater \n than or equal to the number of certificates in the partial path.\n\n @param minMaxPathLen the value for the basic constraints constraint\n @throws IllegalArgumentException if the value is less than -2\n @see #getBasicConstraints\n"
20209,method,java/security/cert/X509CertSelector/setPolicy/Set," Sets the policy constraint. The <code>X509Certificate</code> must\n include at least one of the specified policies in its certificate \n policies extension. If <code>certPolicySet</code> is empty, then the \n <code>X509Certificate</code> must include at least some specified policy\n in its certificate policies extension. If <code>certPolicySet</code> is\n <code>null</code>, no policy check will be performed.\n <p>\n Note that the <code>Set</code> is cloned to protect against\n subsequent modifications.\n\n @param certPolicySet a <code>Set</code> of certificate policy OIDs in\n                      string format (or <code>null</code>). Each OID is \n                      represented by a set of nonnegative integers \n			  separated by periods.\n @throws IOException if a parsing error occurs on the OID such as\n the first component is not 0, 1 or 2 or the second component is\n greater than 39.\n @see #getPolicy\n"
